state,rainfall_mm,humidity,soil_type,input_cost,market_price,Nitrogen,Phosphorus,Potassium,Temperature,pH_Value,Crop,crop_norm,state_norm,real_yield_ton_per_ha,yield_kg_per_ha,crop_mapped,state_crop_avg_tph,crop_simple,crop_level_avg_tph,yield_kg_per_ha_final,revenue_INR_per_ha_final,profit_INR_per_ha_final
Maharashtra,668.85,70.71,Black Soil,8804.27,16000,94,50,37,25.66585205,6.94801983,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,31504.0423213913,22699.7723213913
Maharashtra,346.15,50.49,Sandy Loam,11330.75,14000,60,48,39,24.28209415,7.042299069,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,27566.03703121739,16235.28703121739
Maharashtra,554.53,64.46,Clay,33410.73,15000,85,38,41,21.58711777,6.249050656,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,-3875.690323695657
Maharashtra,655.94,73.19,Loam,92153.08,45000,91,35,39,23.79391957,6.970859754,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,88605.11902891305,-3547.9609710869554
Maharashtra,876.04,70.29,Black Soil,16259.28,38000,77,38,36,21.8652524,5.953933276,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,74822.10051330435,58562.82051330435
Maharashtra,832.26,70.23,Sandy Loam,125095.98,65000,88,35,40,23.57943626,5.85393208,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,127985.17193065217,2889.191930652174
Maharashtra,385.19,74.89,Sandy Loam,58742.1,55000,89,45,36,21.32504158,6.442475375,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,108295.1454797826,49553.0454797826
Maharashtra,1041.63,60.98,Black Soil,7449.78,60000,76,40,43,25.15745531,5.070175667,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,118140.15870521739,110690.37870521739
Maharashtra,1616.79,62.11,Loam,17665.19,3200,67,59,41,21.94766735,6.012632591,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,6300.8084642782605,-11364.381535721739
Maharashtra,409.25,77.24,Loam,7433.63,15000,83,41,43,21.0525355,6.254028451,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,22101.409676304345
Maharashtra,1000.86,78.79,Sandy Loam,41043.95,18000,98,47,37,23.48381344,7.375482851,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,35442.04761156521,-5601.902388434784
Maharashtra,345.52,68.66,Sandy Loam,5528.67,22000,66,53,41,25.0756354,7.778915154,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,43318.05819191304,37789.38819191304
Maharashtra,471.5,60.27,Clay,61694.71,16000,97,59,43,26.35927159,6.286500176,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,31504.0423213913,-30190.667678608697
Maharashtra,308.95,62.46,Loam,148106.98,14000,97,50,41,24.52922681,7.070959995,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,27566.03703121739,-120540.94296878262
Maharashtra,326.17,65.42,Clay,11586.46,15000,60,49,44,20.77576147,6.244841491,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,17948.579676304347
Maharashtra,569.24,62.27,Loam,25755.01,45000,84,51,35,22.30157427,6.043304899,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,88605.11902891305,62850.10902891305
Maharashtra,632.64,71.17,Loam,25616.08,38000,73,57,41,21.44653958,5.824709117,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,74822.10051330435,49206.02051330435
Maharashtra,552.51,67.98,Sandy Loam,29156.72,65000,92,35,40,22.17931888,6.357389366,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,127985.17193065217,98828.45193065217
Maharashtra,244.26,56.54,Sandy Loam,4730.6,55000,85,37,39,24.52783742,6.364134968,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,108295.1454797826,103564.5454797826
Maharashtra,538.69,44.45,Sandy Loam,93312.91,60000,98,53,38,20.26707606,5.01450727,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,118140.15870521739,24827.248705217382
Maharashtra,1245.88,59.82,Clay,18315.82,3200,88,54,44,25.7354293,6.149410611,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,6300.8084642782605,-12015.01153572174
Maharashtra,292.3,65.72,Sandy Loam,5898.71,15000,95,55,42,26.79533926,5.950660556,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,23636.329676304347
Maharashtra,1864.57,78.32,Loam,5553.98,18000,99,57,35,26.75754171,5.960370061,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,35442.04761156521,29888.067611565213
Maharashtra,398.64,66.15,Clay,5565.86,22000,95,39,36,23.86330467,5.561398642,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,43318.05819191304,37752.19819191304
Maharashtra,851.3,56.83,Clay,50382.1,16000,60,43,44,21.01944696,7.416245107,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,31504.0423213913,-18878.057678608697
Maharashtra,486.66,55.98,Black Soil,11249.23,14000,63,44,41,24.17298839,5.583370042,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,27566.03703121739,16316.807031217391
Maharashtra,585.79,61.54,Sandy Loam,44945.37,15000,62,42,36,22.78133816,6.430010215,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,-15410.330323695656
Maharashtra,587.64,65.8,Clay,10157.41,45000,64,45,43,25.62980105,5.534878156,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,88605.11902891305,78447.70902891304
Maharashtra,923.1,83.68,Sandy Loam,13611.82,38000,83,60,36,25.59704938,6.903985986,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,74822.10051330435,61210.28051330435
Maharashtra,720.54,72.41,Clay,23856.13,65000,82,40,40,23.83067496,6.271478838,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,127985.17193065217,104129.04193065217
Maharashtra,499.89,67.23,Sandy Loam,33202.5,55000,85,52,45,26.31355498,7.224285503,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,108295.1454797826,75092.6454797826
Maharashtra,1162.3,60.03,Sandy Loam,7129.81,60000,91,35,38,24.8972823,6.13428721,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,118140.15870521739,111010.34870521739
Maharashtra,1915.19,54.87,Clay,95836.68,3200,76,49,42,24.958779,5.206373153,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,6300.8084642782605,-89535.87153572173
Maharashtra,386.96,65.9,Sandy Loam,6016.78,15000,74,39,38,23.24113501,7.782051313,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,23518.259676304348
Maharashtra,1000.43,53.34,Black Soil,7485.31,18000,79,43,39,21.66628296,7.062779015,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,35442.04761156521,27956.73761156521
Maharashtra,329.71,69.65,Black Soil,23403.7,22000,88,55,45,24.63544858,7.730367824,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,43318.05819191304,19914.35819191304
Maharashtra,502.71,60.08,Sandy Loam,18526.83,16000,60,36,43,23.43121862,5.286203711,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,31504.0423213913,12977.2123213913
Maharashtra,228.63,62.71,Clay,4405.37,14000,76,60,39,20.0454142,6.766240045,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,27566.03703121739,23160.667031217392
Maharashtra,402.33,69.4,Sandy Loam,80983.3,15000,93,56,42,23.85724032,7.382762603,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,-51448.26032369566
Maharashtra,410.88,80.88,Black Soil,19304.84,45000,65,60,43,21.97199397,5.658169482,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,88605.11902891305,69300.27902891305
Maharashtra,411.34,64.13,Black Soil,43919.86,38000,95,52,36,26.22916897,5.543360238,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,74822.10051330435,30902.24051330435
Maharashtra,486.6,65.91,Clay,43964.24,65000,75,38,39,23.44676801,6.215109715,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,127985.17193065217,84020.93193065218
Maharashtra,324.62,53.48,Black Soil,19270.13,55000,74,54,38,25.65553461,7.120272972,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,108295.1454797826,89025.0154797826
Maharashtra,691.22,49.22,Loam,5360.38,60000,91,36,45,24.44345477,5.950647577,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,118140.15870521739,112779.77870521738
Maharashtra,1383.87,58.67,Clay,11826.6,3200,71,46,40,20.2801937,7.236705436,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,6300.8084642782605,-5525.79153572174
Maharashtra,234.84,75.3,Clay,79277.53,15000,99,55,35,21.7238313,6.501697816,Rice,rice,maharashtra,1.9690026450869564,1969.0026450869564,rice,1.9690026450869564,rice,2.218494541018379,1969.0026450869564,29535.039676304346,-49742.49032369565
UttarPradesh,1011.34,50.05,Black Soil,37839.3,18000,72,40,38,20.41447029,7.592490617,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,39932.901738330824,2093.601738330821
UttarPradesh,344.25,72.98,Loam,9266.6,22000,83,58,45,25.75528612,5.875345751,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,48806.87990240434,39540.27990240434
UttarPradesh,478.14,66.77,Black Soil,10830.89,16000,93,58,38,20.61521424,6.932400225,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,35495.912656294066,24665.022656294066
UttarPradesh,300.54,42.64,Black Soil,4393.69,14000,70,36,42,21.84106875,6.946209881,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,31058.923574257307,26665.23357425731
UttarPradesh,328.71,67.11,Sandy Loam,21585.78,15000,76,47,42,20.08369642,5.739175027,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,11691.638115275688
UttarPradesh,370.22,59.61,Loam,97608.03,45000,99,41,36,24.45802087,6.738652179,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,99832.25434582707,2224.2243458270677
UttarPradesh,482.83,70.7,Loam,45279.36,38000,99,54,37,21.14347496,5.594819626,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,84302.7925586984,39023.432558698405
UttarPradesh,478.16,53.68,Sandy Loam,16951.82,65000,86,59,35,25.78720567,6.946636369,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,144202.14516619465,127250.32516619464
UttarPradesh,342.59,74.4,Sandy Loam,45817.51,55000,69,46,41,23.64124821,5.012139669,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,122017.19975601086,76199.68975601086
UttarPradesh,654.97,78.79,Sandy Loam,10361.7,60000,91,56,37,23.43191632,6.363472208,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,133109.67246110275,122747.97246110275
UttarPradesh,1088.19,71.72,Clay,36556.37,3200,61,52,41,24.97669518,6.880431223,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,7099.1825312588135,-29457.18746874119
UttarPradesh,273.51,61.36,Loam,10843.83,15000,67,45,38,22.72791041,7.300410836,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,22433.588115275685
UttarPradesh,1331.73,81.93,Sandy Loam,58539.89,18000,79,42,37,24.87300744,6.587918708,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,39932.901738330824,-18606.988261669176
UttarPradesh,355.85,70.7,Clay,3280.21,22000,78,43,42,21.32376327,7.283736617,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,48806.87990240434,45526.66990240434
UttarPradesh,615.53,69.11,Loam,11287.63,16000,75,54,36,26.29465461,7.023936392,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,35495.912656294066,24208.282656294068
UttarPradesh,286.64,58.18,Sandy Loam,12892.17,14000,97,36,45,22.2286982,6.939083505,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,31058.923574257307,18166.75357425731
UttarPradesh,420.91,71.84,Clay,73943.81,15000,67,47,44,26.73072391,7.868474653,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,-40666.39188472431
UttarPradesh,617.91,65.34,Sandy Loam,30990.79,45000,73,35,38,24.88921174,5.005306977,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,99832.25434582707,68841.46434582706
UttarPradesh,778.95,59.18,Loam,25054.96,38000,77,36,37,26.88444878,6.136131869,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,84302.7925586984,59247.83255869841
UttarPradesh,656.13,84.64,Sandy Loam,32180.17,65000,81,41,38,22.67846116,7.524080076,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,144202.14516619465,112021.97516619465
UttarPradesh,329.7,55.79,Loam,50358.67,55000,68,57,43,26.08867875,5.706943251,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,122017.19975601086,71658.52975601086
UttarPradesh,632.48,81.03,Sandy Loam,47654.01,60000,72,45,35,25.42977518,5.758506323,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,133109.67246110275,85455.66246110274
UttarPradesh,1220.96,67.35,Clay,57463.53,3200,61,53,43,26.40323239,6.349606327,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,7099.1825312588135,-50364.34746874119
UttarPradesh,283.82,64.22,Clay,99177.48,15000,67,43,39,26.04371967,5.999969026,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,-65900.0618847243
UttarPradesh,590.3,61.15,Loam,47862.62,18000,67,58,39,25.2827223,5.453592032,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,39932.901738330824,-7929.718261669179
UttarPradesh,190.04,68.42,Black Soil,4098.99,22000,66,60,38,22.08576562,6.372576327,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,48806.87990240434,44707.88990240434
UttarPradesh,279.54,68.12,Clay,5771.37,16000,82,43,38,23.28617173,5.105588355,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,35495.912656294066,29724.542656294067
UttarPradesh,158.39,63.52,Black Soil,66168.63,14000,84,50,44,25.48591986,5.935344406,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,31058.923574257307,-35109.7064257427
UttarPradesh,233.43,54.68,Clay,49429.19,15000,81,53,42,23.67575393,5.17782304,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,-16151.771884724316
UttarPradesh,208.46,70.13,Black Soil,9562.39,45000,91,50,40,20.82477109,6.462391607,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,99832.25434582707,90269.86434582707
UttarPradesh,363.81,45.62,Clay,16045.18,38000,93,53,38,26.92995077,7.069172227,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,84302.7925586984,68257.6125586984
UttarPradesh,293.59,51.2,Sandy Loam,63402.82,65000,90,44,38,23.83509503,7.473134377,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,144202.14516619465,80799.32516619464
UttarPradesh,157.06,62.47,Sandy Loam,17985.48,55000,81,45,35,26.52872817,6.158376967,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,122017.19975601086,104031.71975601086
UttarPradesh,318.86,63.57,Black Soil,17873.85,60000,78,40,38,26.46428311,7.549873681,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,133109.67246110275,115235.82246110274
UttarPradesh,655.38,61.14,Clay,8498.83,3200,60,51,36,22.69657794,6.028321558,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,7099.1825312588135,-1399.6474687411865
UttarPradesh,152.45,58.69,Loam,27557.05,15000,88,46,42,22.68319059,6.604993475,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,33277.41811527569,5720.368115275687
UttarPradesh,809.54,63.83,Loam,16422.23,18000,93,47,37,21.53346343,6.500343222,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,39932.901738330824,23510.671738330824
UttarPradesh,257.06,47.78,Clay,4705.38,22000,60,55,45,21.40865769,5.935745417,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,48806.87990240434,44101.49990240434
UttarPradesh,363.55,58.07,Clay,32745.8,16000,78,35,44,26.54348085,7.072655622,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,35495.912656294066,2750.1126562940663
UttarPradesh,244.96,80.54,Loam,7053.34,14000,65,37,40,23.35905428,5.333322606,Rice,rice,uttarpradesh,2.218494541018379,,rice,,rice,2.218494541018379,2218.494541018379,31058.923574257307,24005.583574257307
UttarPradesh,355.89,62.15,Loam,14828.27,15000,71,54,16,22.61359953,5.749914421,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,51408.23966181538,36579.96966181538
UttarPradesh,400.24,56.99,Loam,14283.81,45000,61,44,17,26.10018422,6.931756558,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,154224.71898544615,139940.90898544615
UttarPradesh,442.23,64.11,Sandy Loam,5468.13,38000,80,43,16,23.55882094,6.657964753,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,130234.20714326562,124766.07714326562
UttarPradesh,391.12,66.53,Clay,7523.09,65000,73,58,21,19.97215954,6.596060648,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,222769.03853453332,215245.94853453332
UttarPradesh,200.96,69.77,Black Soil,8767.44,55000,61,38,20,18.47891261,5.970458434,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,188496.87875998972,179729.43875998972
UttarPradesh,443.41,64.44,Clay,5603.49,60000,68,41,16,21.77689322,6.158830619,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,205632.95864726152,200029.46864726153
UttarPradesh,887.34,75.72,Black Soil,61318.14,3200,93,41,17,25.6217169,6.047906679,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,10967.091127853948,-50351.04887214605
UttarPradesh,247.59,71.86,Black Soil,24133.73,15000,89,60,19,25.19192419,5.913664501,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,51408.23966181538,27274.50966181538
UttarPradesh,785.16,56.24,Clay,15096.73,18000,76,44,17,20.41683147,5.855442401,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,61689.88759417846,46593.157594178454
UttarPradesh,221.43,66.86,Loam,12329.15,22000,67,60,25,24.92162194,5.750254943,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,75398.7515039959,63069.601503995895
UttarPradesh,461.45,79.05,Black Soil,15412.76,16000,70,44,19,23.31689124,5.852607099,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,54835.45563926974,39422.69563926974
UttarPradesh,210.28,53.05,Black Soil,42810.53,14000,90,49,21,24.84016732,6.472523287,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,47981.02368436102,5170.493684361019
UttarPradesh,276.79,62.74,Black Soil,140939.92,15000,62,52,16,22.27526694,6.967057762,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,51408.23966181538,-89531.68033818464
UttarPradesh,428.62,68.23,Loam,19587.85,45000,92,44,16,18.87751445,6.082973754,Maize,maize,uttarpradesh,3.4272159774543587,,maize,,maize,3.4272159774543587,3427.215977454359,154224.71898544615,134636.86898544614
